조,제목,본문
제4조,국가 등의 책무,"국가와 지방자치단체는 행정정보의 통합관리와 공동활용을 위하여 필요한 시책을 수립하여야 한다. 행정안전부장관은 그 시책을 종합적으로 조정하며, 자세한 사항은 대통령령으로 정한다.

       제2장 기본계획 및 추진체계"
